name                ;  RA_ICRS ;   DE_ICRS;    dist;  e_dist;     age;   e_age;     FeH;   e_FeH;      Av;    e_Av;      Nc; 
Collinder_205       ;  135.0655;  -48.9915;    1650;      57;   6.788;   0.050;   0.024;   0.070;   2.561;   0.094;    2075; 
Gulliver_28         ;  293.9238;   18.0531;     502;     127;   9.001;   0.469;  -0.229;   0.051;   1.297;   0.463;    1878; 
UPK_166             ;  339.0452;   47.0521;     646;       1;   8.149;   0.135;   0.047;   0.018;   0.441;   0.051;    2105; 
NGC_2204            ;   93.8900;  -18.6750;    4116;       0;   8.000;   0.000;  -0.232;   0.000;   0.010;   0.000;    2125; 
LP_1394             ;  103.4466;    1.6011;    3199;     193;   7.267;   0.106;  -0.185;   0.047;   1.471;   0.079;    2121; 
NGC_6025            ;  240.7343;  -60.4253;     753;       3;   8.173;   0.078;  -0.001;   0.017;   0.690;   0.031;    1942; 
Ruprecht_112        ;  224.2481;  -62.5580;    2259;      66;   8.751;   0.049;   0.140;   0.038;   2.322;   0.073;    2006; 
King_11             ;  356.9114;   68.6332;    2831;      93;   9.555;   0.066;  -0.175;   0.042;   3.156;   0.045;    2113; 
IC_1805             ;   38.2634;   61.5057;    1913;      80;   7.154;   0.071;  -0.102;   0.038;   2.375;   0.045;    2142; 
UPK_54              ;  286.2165;   15.6633;     798;       7;   8.305;   0.068;  -0.188;   0.084;   1.252;   0.038;    1976; 
LP_1175             ;  223.8994;  -60.5284;    3028;     209;   6.991;   0.071;   0.069;   0.071;   3.827;   0.079;    2005; 
Berkeley_85         ;  304.6851;   37.7558;    3170;     244;   7.091;   0.536;  -0.048;   0.085;   3.366;   0.105;    2116; 
NGC_6475            ;  268.4215;  -34.8721;     273;       0;   8.667;   0.000;   0.114;   0.000;   0.204;   0.000;    1657; 
Gulliver_6          ;   83.4051;   -1.5811;     408;       1;   7.124;   0.014;  -0.034;   0.024;   0.485;   0.088;    2168; 
LP_0288             ;  273.4839;  -19.5092;    2407;     157;   6.936;   0.081;   0.103;   0.108;   3.040;   0.209;    2075; 
LP_2036             ;   81.2704;   40.9566;    3929;     296;   7.701;   0.466;  -0.288;   0.034;   2.033;   0.121;    2175; 
Gulliver_9          ;  126.9595;  -47.7051;     491;       1;   7.197;   0.081;  -0.118;   0.054;   0.356;   0.056;    2118; 
NGC_2439            ;  115.1955;  -31.6868;    3330;      76;   7.379;   0.066;  -0.178;   0.023;   1.351;   0.020;    2182; 
UBC_612             ;   79.8416;   40.1349;    3795;      94;   7.450;   0.304;  -0.222;   0.047;   1.834;   0.056;    2193; 
Ruprecht_94         ;  173.0465;  -63.4596;    2282;      83;   7.076;   0.043;   0.056;   0.065;   1.208;   0.044;    2176; 
NGC_188             ;   11.8257;   85.2372;    1833;      20;   9.786;   0.031;  -0.016;   0.032;   0.321;   0.026;    2273; 
NGC_6134            ;  246.9768;  -49.1779;    1078;       9;   9.096;   0.024;   0.025;   0.029;   1.300;   0.037;    2205; 
SAI_132             ;  299.2350;   31.6159;    3115;     218;   8.834;   0.510;   0.043;   0.090;   2.796;   0.106;    2151; 
UBC_490             ;  140.5836;  -53.8689;    2580;     140;   8.198;   0.347;  -0.045;   0.031;   1.634;   0.118;    2204; 
UPK_594             ;  218.6311;  -67.8227;    1842;     243;   8.185;   0.095;   0.032;   0.064;   2.189;   0.262;    2144; 
NGC_7086            ;  322.6064;   51.5921;    1555;      25;   7.741;   0.230;  -0.005;   0.047;   2.325;   0.045;    2284; 
